chunk_id,title,source_url,length,normalized_length,semantic_category,pattern_family,flags_text,text
v12_p0261_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 261,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,27,27,meaningful_structural,verse_or_formula_line,looks_like_verse_or_formula|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ชรา มรณะ โสกะ ปริเทวะ ทุกข์
v12_p0274_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 274,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,42,42,suspected_fragment,leading_fragment,starts_with_dependent_mark|chunk_index_gt_zero,ับ แห่งธรรมเป็นเครื่องอยู่อันนี้อย่างอื่น.
v12_p0278_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 278,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,15,15,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ลก แก่หมู่สัตว์
v12_p0287_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 287,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,22,22,meaningful_content,other,chunk_index_gt_zero,ด้วยภิกษุเห็นปานนี้แล.
v12_p0293_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 293,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,7,7,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ุนทรีย์
v12_p0306_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 306,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,45,45,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ความสงสัยเสียได้ ปราศจากความแคลงใจอันเป็นเหตุ
v12_p0312_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 312,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,9,9,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ขึ้นก็ไม่
v12_p0322_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 322,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,30,30,meaningful_structural,numbered_list_or_plan,looks_numbered_item|contains_newline|chunk_index_gt_zero,ข้อนั้นในความอยู่ด้วย ความหลง.
v12_p0323_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 323,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,17,17,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,นให้ปรากฏ ส่วนพระ
v12_p0342_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 342,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,14,14,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,็นรูปด้วยจักษุ
v12_p0347_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 347,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,24,24,meaningful_structural,verse_or_formula_line,looks_like_verse_or_formula|no_clean_sentence_end|chunk_index_gt_zero,มรณะ โสกะ ปริเทวะ โทมนัส
v12_p0355_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 355,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,28,28,meaningful_content,other,chunk_index_gt_zero,ที่ผ้าขาวจะไม่ถูกต้องฉะนั้น.
v12_p0367_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 367,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,18,18,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,็นก็บอกว่า ไม่เห็น
v12_p0416_c001,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 416,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,20,20,artifact_noise,separator_line,separator_only|no_clean_sentence_end|chunk_index_gt_zero,____________________
v12_p0418_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 418,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,1,1,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ม
v12_p0422_c003,พระไตรปิฎก เล่ม 12 (มัชฌิมนิกาย มูลปัณณาสก์) หน้า 422,http://www.learntripitaka.com/TPD/Tripitaka-Thai/12.zip,13,13,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,วกสาวก ก็เป็น
v13_p0010_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 10,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,21,21,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ฌาและโทมนัสครอบงำนั้น
v13_p0016_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 16,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,41,41,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,้วยเมตตาอันไพบูลย์ เป็นมหัคตะ ไม่มีประมาณ
v13_p0027_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 27,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,12,12,suspected_fragment,leading_fragment,starts_with_dependent_mark|chunk_index_gt_zero,่ออก ฉะนั้น.
v13_p0028_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 28,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,6,6,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ยเพราะ
v13_p0059_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 59,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,1,1,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,อ
v13_p0067_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 67,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,17,17,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ิบากดำ เจตนาเพื่อ
v13_p0084_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 84,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,21,21,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,อใช้ผู้อื่นให้เผาผลาญ
v13_p0087_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 87,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,11,11,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,เพราะเหตุไร
v13_p0091_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 91,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,6,6,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,อตายไป
v13_p0092_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 92,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,26,26,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,แย่ง การวิวาท การตัวต่อตัว
v13_p0095_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 95,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,45,45,meaningful_content,other,chunk_index_gt_zero,ดร้อน ประกอบความขวนขวายในการทำตนให้เดือดร้อน.
v13_p0102_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 102,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,37,35,meaningful_structural,section_heading,contains_structure_keyword|contains_newline|no_clean_sentence_end|chunk_index_gt_zero,จบ คหปติวรรค ที่ ๑. _______________
v13_p0115_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 115,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,8,8,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ออก ย่อม
v13_p0131_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 131,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,19,19,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ุสารี เราพึงกล่าวกะ
v13_p0136_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 136,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,30,29,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,์นี้จะระงับ ได้โดยเร็วฉะนั้น.
v13_p0139_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 139,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,18,18,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ในการที่ม้าอาชาไนย
v13_p0144_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 144,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,21,21,meaningful_content,other,chunk_index_gt_zero,มีแก่นสาร พระเจ้าข้า.
v13_p0154_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 154,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,22,22,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ีวรเถิด พระผู้มีพระภาค
v13_p0156_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 156,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,46,46,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ินในวิกาล ท่านควรฉันในกาล ท่านไม่ควรฉันในวิกาล
v13_p0181_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 181,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,45,45,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ตลงแล้วย่อมฟังธรรม ครั้นฟังธรรมย่อมทรงธรรมไว้
v13_p0187_c001,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 187,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,45,43,meaningful_structural,section_heading,contains_structure_keyword|contains_newline|no_clean_sentence_end|chunk_index_gt_zero,จูฬวัจฉโคตตสูตร ที่ ๑. ____________________
v13_p0212_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 212,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,2,2,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ิต
v13_p0213_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 213,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,41,41,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ายให้ร้อนที่หลุมถ่านเพลิง มิตรอำมาตย์ญาติ
v13_p0214_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 214,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,20,20,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,รีภาพ มีอำนาจในตนเอง
v13_p0219_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 219,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,20,20,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,จิตนี้ล่อลวงให้หลงมา
v13_p0228_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 228,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,22,22,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ี้ ไม่มีใครทำ ไม่มีแบบ
v13_p0243_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 243,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,6,6,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,าฏบุตร
v13_p0247_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 247,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,2,2,suspected_fragment,leading_fragment,starts_with_dependent_mark|chunk_index_gt_zero,่.
v13_p0254_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 254,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,43,43,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ันแดง มีวรรณแดง แดงล้วน มีรัศมีแดง แม้ฉันใด
v13_p0259_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 259,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,17,17,meaningful_content,other,chunk_index_gt_zero,ล่วงโสตของมนุษย์.
v13_p0260_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 260,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,46,46,suspected_fragment,leading_fragment,starts_with_dependent_mark|chunk_index_gt_zero,ากจึงได้บรรลุบารมีอันเป็นที่สุดแห่งอภิญญาอยู่.
v13_p0266_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 266,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,11,11,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ไม่เลือนหาย
v13_p0279_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 279,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,13,13,meaningful_content,other,chunk_index_gt_zero,ทำให้แจ้งชัด.
v13_p0300_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 300,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,33,33,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่องลาด ณ ที่นั้นเอง ด้วยตั้งใจว่า
v13_p0301_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 301,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,2,2,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ดา
v13_p0308_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 308,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,30,30,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ได้ หรือการที่เราจะทำโภคสมบัติ
v13_p0323_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 323,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,44,44,meaningful_structural,section_heading,contains_structure_keyword|chunk_index_gt_zero,เสด็จออกจากพระราชนิเวศน์ ทรงผนวชเป็นบรรพชิต.
v13_p0324_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 324,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,44,44,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ึ่งเป็นไปเพื่อความเบื่อหน่าย เพื่อคลายกำหนัด
v13_p0343_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 343,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,14,14,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,้วอาตมภาพได้มี
v13_p0350_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 350,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,43,43,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่า อาจารย์ของเราไม่มี คนผู้เช่นกับด้วยเราก็
v13_p0389_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 389,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,23,23,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,สนทิโกศลพระองค์นี้ ตรัส
v13_p0402_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 402,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,3,3,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ริก
v13_p0405_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 405,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,15,15,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,มื่อจะทรงรับน้ำ
v13_p0414_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 414,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,45,45,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ได้กราบทูลพระผู้มีพระภาคว่า ขอพระโคดมผู้เจริญ
v13_p0415_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 415,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,6,6,meaningful_content,other,chunk_index_gt_zero,ยชฎิล.
v13_p0419_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 419,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,39,39,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,งนี้ แม้ข้าพเจ้าทั้งหลายก็จักบวชในสำนัก
v13_p0441_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 441,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,6,6,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,วัฏกัป
v13_p0448_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 448,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,30,30,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,มเป็นสรณะ ... พราหมณ์โปกขรสาติ
v13_p0455_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 455,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,37,36,meaningful_content,other,contains_newline|chunk_index_gt_zero,รลุสัจจะด้วยข้อปฏิบัติ เพียงเท่านี้.
v13_p0459_c001,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 459,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,39,38,meaningful_structural,section_heading,contains_structure_keyword|contains_newline|no_clean_sentence_end|chunk_index_gt_zero,จบ จังกีสูตร ที่ ๕. __________________
v13_p0468_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 468,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,1,1,meaningful_content,other,chunk_index_gt_zero,.
v13_p0482_c001,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 482,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,49,45,meaningful_structural,section_heading,contains_structure_keyword|contains_newline|starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ี้แล. จบ ธนัญชานิสูตร ที่ ๗. ________________
v13_p0485_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 485,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,8,8,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ก็ในหมู่
v13_p0487_c002,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 487,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,38,38,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,โลกนี้ และโลกหน้า เราเรียกผู้ไม่มีความ
v13_p0495_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 495,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,11,11,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,์ดวงอาทิตย์
v13_p0505_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 505,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,1,1,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,น
v13_p0507_c003,พระไตรปิฎก เล่ม 13 (มัชฌิมนิกาย มัชฌิมปัณณาสก์) หน้า 507,http://www.learntripitaka.com/TPD/Tripitaka-Thai/13.zip,1,1,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ส
v14_p0006_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 6,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,33,33,meaningful_structural,section_closure,chunk_index_gt_zero,ของอันปุริสบุคคลนั้นสลัดได้แล้ว ฯ
v14_p0013_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 13,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,49,49,meaningful_structural,section_closure,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,้งหลาย ความพยายามมีผล ความเพียรมีผล แม้อย่างนี้ ฯ
v14_p0025_c002,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 25,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,21,21,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ของความรู้นั้น บัณฑิต
v14_p0035_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 35,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,38,38,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่นี้แล้วแล จะพึงทำ นิพพานให้แจ้งไม่ได้
v14_p0036_c001,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 36,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,48,47,meaningful_structural,section_heading,contains_structure_keyword|contains_newline|no_clean_sentence_end|chunk_index_gt_zero,บ กินติสูตรที่ ๓ ______________________________
v14_p0037_c002,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 37,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,49,49,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ฏบุตรนั้น พวกนิครนถ์จึงแตกกันเป็น ๒ พวก เกิดขัดใจ
v14_p0052_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 52,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,36,36,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,งอกงามได้ด้วยฉันทราคะและพยาบาท เราละ
v14_p0054_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 54,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,27,27,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ละพยาบาท เราละลูกศรคือตัณหา
v14_p0055_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 55,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,19,19,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,เป็นผู้ปราศจากอุปธิ
v14_p0068_c002,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 68,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,28,28,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,นพระอรหันตสัมมาสัมพุทธทรงถึง
v14_p0071_c003,พระไตรปิฎก เล่ม 14 (มัชฌิมนิกาย อุปริปัณณาสก์) หน้า 71,http://www.learntripitaka.com/TPD/Tripitaka-Thai/14.zip,21,21,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,จ้าตอบว่า ดูกรพราหมณ์
